专业, 专业大类, 有该专业的学校数量, 物理, 化学, 生物, 历史, 地理, 政治, 技术, 没有学科要求的学校数量
交通运输(铁道运输),交通运输类,1,1,1,0,0,0,0,0,0
机械设计制造及其自动化(创新实验班),机械设计制造及其自动化(创新实验班),1,1,0,0,0,0,0,0,0
物联网工程,物联网工程,234,234,3,0,0,0,0,6,0
公安管理学,公安管理学,3,0,0,0,0,0,3,0,0
表演(影视戏剧),表演(影视戏剧),1,0,0,0,0,0,0,0,1
建筑装饰工程技术(室内装饰设计与施工),建筑装饰工程技术(室内装饰设计与施工),1,0,0,0,0,0,0,0,1
艺术管理,艺术管理,3,0,0,0,0,0,0,0,3
药学,药学,167,84,141,107,0,0,1,5,26
环境工程(环境评价与管理、环境治理技术),环境工程(环境评价与管理、环境治理技术),1,1,1,1,0,0,0,0,0
生物工程(合成生物学),化工与制药类,1,1,1,1,0,0,0,0,0
法律事务(基层法律服务方向),法律事务(基层法律服务方向),1,0,0,0,0,0,0,0,1
景区开发与管理,旅游类,1,0,0,0,0,0,0,0,1
汉语言文学(师范),汉语言文学(师范),18,0,0,0,5,4,5,0,13
应用英语(翻译方向),应用英语(翻译方向),1,0,0,0,0,0,0,0,1
信息管理与信息系统(大数据管理方向),信息管理与信息系统(大数据管理方向),1,1,0,0,0,0,0,0,0
音乐表演,音乐表演,90,0,0,0,0,0,0,0,90
法学(民商法方向),法学(民商法方向),1,0,0,0,0,0,0,0,1
动植物检疫,动植物检疫,8,5,8,8,0,0,0,0,0
数学与应用数学(公费师范生),数学与应用数学(公费师范生),1,1,0,0,0,0,0,0,0
计算机网络技术(网络构建),计算机网络技术(网络构建),1,0,0,0,0,0,0,0,1
英语(英西双语),外国语言文学类,1,0,0,0,0,0,0,0,1
老年服务与管理(康复护理),老年服务与管理(康复护理),1,0,0,0,0,0,0,0,1
园林技术(中美合作),林业类(中外合作办学),1,0,0,0,0,0,0,0,1
机场场务技术与管理,机场场务技术与管理,1,0,0,0,0,0,0,0,1
会计学(CMA美国注册管理会计师),会计学(CMA美国注册管理会计师),1,0,0,0,0,0,0,0,1
工商管理(期货交易与管理方向),工商管理(期货交易与管理方向),1,0,0,0,0,0,0,0,1
临床医学(五年制),临床医学(五年制),5,4,5,2,0,0,0,0,0
保险(讲师),保险(讲师),1,0,0,0,0,0,0,0,1
旅游管理(互联网+旅游),旅游管理(互联网+旅游),1,0,0,0,0,0,0,0,1
交通运输(城市轨道交通方向),交通运输(城市轨道交通方向),1,1,0,0,0,0,0,0,0
教育康复学,教育康复学,2,0,0,0,0,0,0,0,2
电气自动化技术(工业控制),电气自动化技术(工业控制),1,0,0,0,0,0,0,0,1
汽车营销与服务(二手车鉴定与评估方向),汽车营销与服务(二手车鉴定与评估方向),1,0,0,0,0,0,0,0,1
临床医学(本硕连读),临床医学(本硕连读),1,0,1,1,0,0,0,0,0
统计学(民航统计),统计学(民航统计),1,1,0,0,0,0,0,0,0
林学(中加合作办学项目),林学类(中外合作办学),1,1,1,1,0,0,0,0,0
园林技术,园林技术,27,2,3,4,0,1,0,2,23
会计学(国际会计方向),工商管理类(中外合作办学),2,0,0,0,0,0,0,0,2
自动化类,理科试验班,2,2,0,0,0,0,0,0,0
保险学(精算方向),金融学类,1,0,0,0,0,0,0,0,1
酿酒工程,酿酒工程,4,2,4,3,0,0,0,0,0
物理学类,理科试验班,5,5,0,0,0,0,0,0,0
经济学(产业经济学方向),经济管理试验班,1,0,0,0,0,0,0,0,1
金融工程(金融科技方向),金融工程(金融科技方向),1,1,1,0,0,0,0,0,0
机械制造与自动化(合作办学),机械制造与自动化(合作办学),1,0,0,0,0,0,0,0,1
经济学类(中外合作办学),人文科学试验班,2,1,1,1,1,1,1,0,0
环境艺术设计(室内设计),环境艺术设计(室内设计),1,0,0,0,0,0,0,0,1
柬埔寨语,柬埔寨语,2,0,0,0,0,0,0,0,2
飞行器设计与工程(全英文授课专业),飞行器设计与工程(全英文授课专业),1,1,0,0,0,0,0,0,0
音乐表演(声乐、器乐),音乐表演(声乐、器乐),1,0,0,0,0,0,0,0,1
人文教育(师范),人文教育(师范),1,0,1,0,1,1,0,0,0
会计学(含会计、财务),会计学(含会计、财务),1,0,0,0,0,0,0,0,1
音乐表演(中提琴),音乐表演(中提琴),1,0,0,0,0,0,0,0,1
计算机信息管理(邮政信息技术方向),计算机信息管理(邮政信息技术方向),1,0,0,0,0,0,0,0,1
法学(社区矫正方向),法学(社区矫正方向),1,0,0,0,1,0,1,0,0
环境艺术设计(室内设计、园林景观设计),环境艺术设计(室内设计、园林景观设计),1,0,0,0,0,0,0,0,1
土木工程(中外合作),土木类(中外合作办学),1,1,0,0,0,0,0,0,0
日语,日语,227,1,0,2,8,7,5,0,219
会计学(CPA CANADA),会计学(CPA CANADA),1,0,0,0,0,0,0,0,1
医学影像技术,医学影像技术,55,42,29,29,0,0,0,2,13
数控技术,数控技术,95,20,9,1,1,2,3,12,74
健康服务与管理,健康服务与管理,14,0,1,1,0,0,1,0,13
电机与电器技术,电机与电器技术,3,1,0,0,0,0,1,1,2
艺术设计(广告视觉传达),艺术设计(广告视觉传达),1,0,0,0,0,0,0,0,1
石油化工技术,石油化工技术,6,1,1,1,0,0,0,0,5
新闻传播学类,新闻传播学类,3,0,0,0,0,0,0,0,3
通信工程(轨道通号技术方向),通信工程(轨道通号技术方向),1,1,0,0,0,0,0,0,0
服装与服饰设计(戏曲服装设计),服装与服饰设计(戏曲服装设计),1,0,0,0,0,0,0,0,1
中医学(5+3),中医学(5+3),1,1,1,1,0,0,0,0,0
理科类,理科类,1,1,1,1,0,0,0,0,0
应用英语(涉外商业经营管理),应用英语(涉外商业经营管理),1,0,0,0,0,0,0,0,1
汉语国际教育(师范),汉语国际教育(师范),3,0,0,0,1,1,1,0,2
计算机科学与技术(网信安全),计算机科学与技术(网信安全),1,1,0,0,0,0,0,0,0
法学(涉外卓越国际金融法律人才实验班),法学类(卓越法律人才实验班),1,0,0,0,0,0,0,0,1
材料设计科学与工程,理科试验班类,1,1,0,0,0,0,0,0,0
中医学(5+3一体化针灸推拿英语方向),中医学(5+3一体化针灸推拿英语方向),1,1,1,1,0,0,0,0,0
人力资源管理(HRP),人力资源管理(HRP),1,0,0,0,0,0,0,0,1
机电一体化技术(轨道交通设备管理),机电一体化技术(轨道交通设备管理),1,1,0,1,0,1,0,0,0
新闻学(新媒体),新闻学(新媒体),1,0,0,0,0,0,0,0,1
世界史,历史学类,9,0,0,0,7,6,0,0,2
跨媒体艺术,美术学类(造型艺术类),1,0,0,0,0,0,0,0,1
汉语言文学(高级文秘方向),汉语言文学(高级文秘方向),1,0,0,0,0,0,0,0,1
水利工程(土地整治),水利工程(土地整治),1,1,0,0,0,1,0,1,0
戏剧影视美术设计,设计学类,32,0,0,0,0,0,0,0,32
市场营销(国际方向),工商管理类(中外合作办学),1,0,0,0,0,0,0,0,1
临床医学(5年制),临床医学(5年制),1,1,1,0,0,0,0,0,0
工程地质勘查,工程地质勘查,2,0,0,0,0,0,0,0,2
生物医学(中外合作办学ZJUUoE联合学院),生物医学(中外合作办学ZJUUoE联合学院),1,0,1,1,0,0,0,0,0
物流管理(中美合作),物流类(中外合作办学),1,0,0,0,0,0,0,0,1
法学(海商法),法学(海商法),1,0,0,0,0,0,0,0,1
环境科学(环境规划与管理方向),理科试验班类(化学与生命科学类),2,2,2,0,0,0,0,0,0
武术与民族传统体育,武术与民族传统体育,20,0,0,0,0,0,1,0,19
医疗器械维护与管理(检验与注册),医疗器械维护与管理(检验与注册),1,1,0,1,0,0,0,1,0
法学(沪港交流涉外卓越法律人才实验班),法学类(卓越法律人才实验班),1,0,0,0,0,0,0,0,1
国际商务(跨境电商方向),国际商务(跨境电商方向),4,0,0,0,0,0,0,0,4
网络与新媒体(媒体创意方向),网络与新媒体(媒体创意方向),1,0,0,0,0,0,0,0,1
物理学(拔尖实验班),物理学类,1,1,0,0,0,0,0,0,0
电子商务(支付结算方向),电子商务(支付结算方向),1,0,0,0,0,0,0,0,1
环境科学与工程,自然科学试验班(生命与环境交叉平台),11,8,11,8,0,0,0,0,0
电子信息工程(卓越工程师),电子信息工程(卓越工程师),1,1,0,0,0,0,0,0,0
中药制药技术,中药制药技术,2,0,0,0,0,0,0,0,2
电子商务(跨境电商),电子商务类,1,0,0,0,0,0,0,0,1
化学工程与工艺(中外合作办学专业、德国吕贝克应用科技大学),化学工程与工艺(中外合作办学专业、德国吕贝克应用科技大学),1,1,1,0,0,0,0,0,0
煤化工技术,煤化工技术,2,0,0,0,0,0,0,0,2
物流管理与工程类,物流管理与工程类,2,1,1,0,0,0,0,1,1
应用韩语(国际导游),应用韩语(国际导游),1,0,0,0,0,0,0,0,1
汉语言文学(创意中文实验班),汉语言文学(创意中文实验班),1,0,0,0,0,0,0,0,1
光电信息科学与工程(光学工程),电子信息类,1,1,0,0,0,0,0,0,0
园林,园林,51,46,50,47,0,0,0,1,0
会计学(国际会计),会计学(国际会计),3,0,0,0,0,0,0,0,3
物流管理(物流金融管理方向),工商管理类,1,0,0,0,0,0,0,0,1
汉语言文学(法制宣传与法制文学方向),汉语言文学(法制宣传与法制文学方向),1,0,0,0,0,0,0,0,1
经济学(荣誉学士实验班),经济学类,1,0,0,0,0,0,0,0,1
金融学(金融工程),金融学类,1,0,0,0,0,0,0,0,1
马克思主义理论,马克思主义理论,2,0,0,0,0,0,2,0,0
软件工程(网络安全方向),软件工程(网络安全方向),1,1,0,0,0,0,0,0,0
雕刻艺术设计,雕刻艺术设计,2,0,0,0,1,0,1,1,1
导航工程,导航工程,10,10,0,0,0,0,0,0,0
护理(口腔护理),护理(口腔护理),1,1,1,1,0,0,0,0,0
教育学(职业技术教育方向),教育学(职业技术教育方向),1,0,0,0,0,0,0,0,1
安全工程,安全工程,74,74,6,0,0,0,0,1,0
化学(公费师范),化学(公费师范),1,0,1,0,0,0,0,0,0
网络空间安全,计算机类(信息网络安全),12,12,0,0,0,0,0,0,0
计算机应用技术,计算机应用技术,144,20,6,1,6,3,2,14,120
种子科学与工程,种子科学与工程,11,11,11,11,0,0,0,0,0
健身指导与管理(健身教练方向),健身指导与管理(健身教练方向),1,0,0,0,0,0,0,0,1
老年保健与管理,老年保健与管理,3,0,1,1,1,0,0,0,2
建筑装饰工程技术(建筑幕墙),建筑装饰工程技术(建筑幕墙),1,1,1,0,0,0,0,1,0
物理学,物理学,91,91,0,0,0,0,0,1,0
音乐学(文化管理),音乐学(文化管理),1,0,0,0,0,0,0,0,1
动植物检疫(植物检疫方向),动植物检疫(植物检疫方向),1,0,1,1,0,0,0,0,0
法学(行政法方向),法学(行政法方向),1,0,0,0,0,0,0,0,1
国际贸易实务(跨境电子商务),国际贸易实务(跨境电子商务),1,0,0,0,1,1,0,1,0
临床医学(“5+3”一体化，儿科学方向),临床医学(“5+3”一体化，儿科学方向),1,0,1,1,0,0,0,0,0
机械工程(卓越工程师班),电气类,2,2,0,0,0,0,0,0,0
工商管理(社区与家政管理方向),工商管理类,1,0,0,0,0,0,0,0,1
餐饮管理(职业经理方向),餐饮管理(职业经理方向),1,0,0,1,1,0,0,1,0
表演艺术(舞蹈),表演艺术(舞蹈),1,0,0,0,0,0,0,0,1
金融学(全英文教学),经济学类(中美121双学位班，可接轨CFA金融分析师),1,0,0,0,0,0,0,0,1
水利水电工程技术(水利水电工程施工技术),水利工程与管理类,1,1,0,0,0,0,0,0,0
矿物加工工程,矿物加工工程,11,11,10,0,0,5,0,0,0
铁道通信与信息化技术(铁道通信),铁道通信与信息化技术(铁道通信),1,0,0,0,0,0,0,0,1
金融管理,金融管理,51,3,1,0,4,0,2,5,46
飞机机电设备维修(中外合作办学),飞机机电设备维修(中外合作办学),1,0,0,0,0,0,0,0,1
表演(京剧伴奏),表演(京剧伴奏),1,0,0,0,0,0,0,0,1
高尔夫球运动与管理,高尔夫球运动与管理,5,0,0,0,0,0,0,0,5
国际经济与贸易(茶文化方向),经济与贸易类,1,0,0,0,0,0,0,0,1
物流管理(中澳合作),物流类(中外合作办学),2,0,0,0,0,0,0,0,2
计算机科学与技术(创新实验班),计算机类,1,1,0,0,0,0,0,0,0
食品检测技术,食品检测技术,6,0,1,1,0,0,0,1,5
高分子材料加工技术,高分子材料加工技术,1,0,0,0,0,0,0,0,1
运动训练(轮滑),运动训练(轮滑),1,0,0,0,0,0,0,0,1
工程安全评价与监理,工程安全评价与监理,2,1,0,1,0,0,0,1,1
农业机械化及其自动化(国家卓越工程师计划),农业工程类,1,1,0,0,0,0,0,0,0
表演(京剧器乐),表演(京剧器乐),1,0,0,0,0,0,0,0,1
物联网应用技术(物联网应用技术),电子信息类(中外合作办学),1,0,0,0,0,0,0,0,1
机械设计制造及其自动化(日语强化),机械设计制造及其自动化(日语强化),1,1,0,0,0,0,0,0,0
菲律宾语,菲律宾语,1,0,0,0,0,0,0,0,1
翻译(涉外法商),翻译(涉外法商),1,0,0,0,0,0,0,0,1
机械电子工程,机械电子工程,139,139,1,0,0,0,0,2,0
艺术设计(数字传播艺术),艺术设计(数字传播艺术),1,0,0,0,0,0,0,0,1
纺织品检验与贸易,纺织品检验与贸易,5,0,0,0,0,0,0,0,5
舞蹈表演(国标舞表演),舞蹈表演(国标舞表演),1,0,0,0,0,0,0,0,1
音乐表演(民乐—拉弦吹奏),音乐表演(民乐—拉弦吹奏),1,0,0,0,0,0,0,0,1
酒店管理(烘焙与饮品),酒店管理(烘焙与饮品),1,0,0,0,0,0,0,0,1
回医学,回医学,1,1,1,1,0,0,0,0,0
音乐表演(双簧管),音乐表演(双簧管),1,0,0,0,0,0,0,0,1
机械工程(常州校区),机械工程(常州校区),1,1,0,0,0,0,0,0,0
国内安全保卫,国内安全保卫,1,0,0,0,0,0,0,0,1
飞机电子设备维修,飞机电子设备维修,11,3,0,0,0,0,0,0,8
飞行技术,飞行技术,9,9,5,0,0,0,0,0,0
林产化工,林业工程类,3,1,3,2,0,0,0,0,0
财务管理(财务与金融方向),财务管理(财务与金融方向),1,0,0,0,0,0,0,0,1
环境艺术设计(室内设计与工程管理),环境艺术设计(室内设计与工程管理),1,0,0,0,0,0,0,0,1
国际经济与贸易(瀚德实验班),社会科学试验班,1,0,0,0,0,0,0,0,1
理学院,理学院,1,1,1,1,0,0,0,0,0
戏剧影视导演(戏曲),戏剧影视导演(戏曲),1,0,0,0,0,0,0,0,1
海事管理,海事管理,2,1,0,0,0,0,0,0,1
音乐表演(民乐只招古筝二胡琵琶扬琴竹笛),音乐表演(民乐只招古筝二胡琵琶扬琴竹笛),1,0,0,0,0,0,0,0,1
地理空间信息工程,测绘类,1,1,0,0,0,0,0,0,0
音乐表演(声乐表演),音乐表演(声乐表演),1,0,0,0,0,0,0,0,1
包装策划与设计,包装策划与设计,5,1,1,0,0,0,0,0,4
导游,导游,14,0,0,0,0,0,0,0,14
法语,法语,72,0,0,0,2,2,1,0,70
行政管理,行政管理,138,4,1,3,12,4,13,1,120
通信技术(4G/5G移动互联),通信技术(4G/5G移动互联),1,1,0,0,0,0,0,0,0
新能源装备技术,新能源装备技术,1,0,0,0,0,0,0,0,1
水路运输与海事管理,水路运输与海事管理,3,0,0,0,0,0,0,0,3
建筑室内设计,建筑室内设计,40,2,0,1,1,2,0,0,38
自动化(常州校区),自动化(常州校区),1,1,0,0,0,0,0,0,0
教育技术学(非师范),教育技术学(非师范),1,1,1,1,0,0,0,0,0
生物工程,生物工程,126,102,124,107,0,0,0,3,0
审计学(含CIA方向；CISA方向),审计学(含CIA方向；CISA方向),1,1,0,0,1,0,0,1,0
戏剧影视美术设计(人物造型与化妆),戏剧影视美术设计(人物造型与化妆),1,0,0,0,0,0,0,0,1
建筑动画与模型制作,建筑动画与模型制作,3,1,1,0,0,1,0,0,2
法学(民商法),法学(民商法),1,0,0,0,0,0,0,0,1
法学(法务金融),法学类(法务金融),1,0,0,0,0,0,0,0,1
生物产品检验检疫,生物产品检验检疫,1,0,0,0,0,0,0,0,1
数字出版,数字出版,4,0,0,0,0,0,0,0,4
应用统计学(大数据分析方向),应用统计学(大数据分析方向),1,1,1,1,0,0,0,0,0
导游(出境领队方向),导游(出境领队方向),1,0,0,0,0,0,0,0,1
应用德语,应用德语,7,0,0,0,0,0,0,0,7
软件工程(备注：服务外包人才培养专业),软件工程(备注：服务外包人才培养专业),1,1,0,0,0,0,0,0,0
林学(林业技术),林学(林业技术),1,1,1,1,0,0,0,0,0
香料香精技术与工程,香料香精技术与工程,1,1,1,0,0,0,0,0,0
计算机科学与技术(卓越班),计算机科学与技术(卓越班),1,1,0,0,0,0,0,0,0
电子商务及法律,电子商务及法律,4,1,0,0,0,0,0,0,3
会展策划与管理(东盟方向),会展策划与管理(东盟方向),1,0,0,0,0,0,0,0,1
生物工程(生命智能),理科试验班,1,0,1,0,0,0,0,0,0
临床医学(精神卫生),临床医学(精神卫生),2,2,2,0,0,0,0,0,0
材料科学与工程(卓越工程师计划试点班),材料科学与工程(卓越工程师计划试点班),1,0,1,0,0,0,0,0,0
园林工程技术(成本核算方向),园林工程技术(成本核算方向),1,0,0,0,0,0,0,0,1
药学(全英文教学),药学(全英文教学),1,1,1,1,0,0,0,0,0
动物医学(小动物医学方向),动物医学(小动物医学方向),1,1,1,1,0,0,0,0,0
物联网工程(车联网方向),物联网工程(车联网方向),1,1,0,0,0,0,0,0,0
鞋类设计与工艺,鞋类设计与工艺,4,0,0,0,0,0,0,0,4
美术学(美术教育,美术学类,1,0,0,0,0,0,0,0,1
复合材料工程技术,复合材料工程技术,1,1,0,0,0,0,0,0,0
材料成型及控制工程,材料成型及控制工程,137,137,10,0,0,0,0,0,0
农业水利工程,农业水利工程,14,14,9,5,0,0,0,1,0
港口与航运管理(港口管理方向),港口与航运管理(港口管理方向),1,0,0,0,0,0,0,0,1
休闲服务与管理(高尔夫服务与管理方向),休闲服务与管理(高尔夫服务与管理方向),1,0,0,0,0,0,0,0,1
侦查学(维吾尔语方向),侦查学(维吾尔语方向),1,0,0,0,0,0,1,0,0
林业技术(景观园林方向),林业技术(景观园林方向),1,0,0,0,0,0,0,0,1
软件工程(中兴通讯班),软件工程(中兴通讯班),1,1,0,0,0,0,0,0,0
行政管理(人力资源方向),行政管理(人力资源方向),1,0,0,0,0,0,0,0,1
智能产品开发,智能产品开发,7,1,0,0,0,0,0,0,6
人文地理与城乡规划,人文地理与城乡规划,37,33,32,0,0,32,0,0,0
特殊教育(心理),教育学类,1,0,0,0,0,0,0,0,1
播音与主持艺术,播音与主持艺术,79,0,0,1,3,4,4,0,75
美术教育,美术教育,10,0,0,0,1,1,0,1,9
计算机科学与技术(金融信息化方向),计算机科学与技术(金融信息化方向),1,1,0,0,0,0,0,0,0
物流管理(电子商务物流方向),物流类,1,0,0,0,0,0,0,0,1
数字媒体艺术设计(艺术类),数字媒体艺术设计(艺术类),1,0,0,0,0,0,0,0,1
国际经济与贸易(运动员),国际经济与贸易(运动员),1,0,0,0,0,0,0,0,1
质量管理工程,质量管理工程,6,3,2,0,0,0,0,1,3
新闻学(经济新闻报道方向),新闻学(经济新闻报道方向),1,0,0,0,0,0,0,0,1
机械设计制造及其自动化(卓越计划),机械设计制造及其自动化(卓越计划),1,1,0,0,0,0,0,0,0
汉语国际教育,汉语国际教育,147,0,0,0,31,25,25,0,116
信息工程,信息工程,32,32,0,0,0,0,0,0,0
广告学(中德2+2双学位班),广告学(中德2+2双学位班),1,0,0,0,0,0,0,0,1
金融学(国际投资与金融),金融学(国际投资与金融),1,0,0,0,0,0,0,0,1
音乐表演(手风琴),音乐表演(手风琴),1,0,0,0,0,0,0,0,1
休闲农业,休闲农业,5,0,0,0,0,0,0,0,5
金融学(CFA方向),金融学类,3,0,0,0,0,0,0,0,3
烟草,烟草,2,1,2,2,0,0,0,0,0
社会工作,社会工作,108,0,0,0,7,0,10,1,97
商务日语,商务日语,13,0,0,0,0,0,0,0,13
辐射防护与核安全,辐射防护与核安全,8,8,1,0,0,0,0,0,0
休闲服务与管理(茶文化方向),休闲服务与管理(茶文化方向),1,0,0,0,0,0,0,0,1
中药资源与开发,中药资源与开发,9,5,9,6,0,0,0,0,0
地质学(地球物理方向),理科试验班类(地球科学与资源环境类),1,1,1,0,0,0,0,0,0
金融学(全英语),金融学(全英语),1,0,0,0,0,0,0,0,1
作曲与作曲技术理论(戏曲作曲),作曲与作曲技术理论(戏曲作曲),1,0,0,0,0,0,0,0,1
船舶工程技术,船舶工程技术,11,2,2,0,0,0,0,2,9
焊接技术与工程,焊接技术与工程,13,12,3,0,0,0,0,0,0
旅游管理(韩语方向),旅游管理(韩语方向),1,0,0,0,0,0,0,0,1
标准化工程,标准化工程,1,0,0,0,0,0,0,0,1
机械制造与自动化,机械制造与自动化,80,18,4,3,2,2,1,7,61
医学美容技术(中医美容方向),医学美容技术(中医美容方向),1,0,0,0,0,0,0,0,1
金融数学,金融数学,30,17,11,8,0,0,1,0,13
新闻学(国际新闻传播),新闻学(国际新闻传播),1,0,0,0,0,0,0,0,1
英语(英日),英语(英日),1,0,0,0,0,0,0,0,1
高分子材料工程技术,高分子材料工程技术,2,0,0,0,0,0,0,0,2
食品生物技术,食品生物技术,7,0,0,0,0,0,0,0,7
环境工程(全英班),环境工程(全英班),1,1,1,0,0,0,0,0,0
国际政治(以学校公布分流专业为准),国际政治(以学校公布分流专业为准),1,0,0,0,0,0,0,0,1
应用韩语,应用韩语,21,0,0,1,1,0,0,1,20
旅游管理(中法合作),旅游管理类(中外合作办学),1,0,0,0,0,0,0,0,1
城市燃气工程技术,城市燃气工程技术,1,0,0,0,0,0,0,0,1
会计学(（注册会计师）),会计学(（注册会计师）),1,0,0,0,0,0,0,0,1
木材科学与工程(木结构材料与工程方向),林业工程类,1,1,1,1,0,0,0,0,0
机械工程(师范),教育学类,1,1,0,0,0,0,0,0,0
经济与金融,经济与金融,16,3,2,2,1,0,1,0,13
广告设计与制作(影视广告方向),广告设计与制作(影视广告方向),1,0,0,0,0,0,0,0,1
社会学类,文科试验班类,1,0,0,0,0,0,0,0,1
民政管理(社会组织服务与管理方向),民政管理(社会组织服务与管理方向),1,0,0,0,0,0,0,0,1
国际商务(进出口业务单证),国际商务(进出口业务单证),1,0,0,0,0,0,0,0,1
环境设计(装饰艺术设计),环境设计(装饰艺术设计),1,0,0,0,0,0,0,0,1
包装艺术设计,包装艺术设计,2,0,0,0,0,0,0,0,2
音乐学(音乐批评),音乐学(音乐批评),1,0,0,0,0,0,0,0,1
工业设计,工业设计,149,131,3,0,1,1,0,3,17
中医学(卓越中医班),中医学(卓越中医班),1,1,1,1,0,0,0,0,0
生物科学(国家理科培养基地),生物科学类,1,1,1,1,0,0,0,0,0
信息与计算科学,信息与计算科学,183,183,2,0,0,0,0,0,0
中医学,中医学,51,35,44,44,1,0,0,1,5
英语(教育),英语(教育),1,0,0,0,0,0,0,0,1
电厂热工自动化技术,电厂热工自动化技术,1,0,0,0,0,0,0,0,1
模具设计与制造(工业产品设计方向),模具设计与制造(工业产品设计方向),1,1,0,0,1,0,0,1,0
建筑学,建筑学,161,155,20,11,99,100,0,7,0
音乐表演(声乐方向),音乐表演(声乐方向),1,0,0,0,0,0,0,0,1
环境监测与控制技术,环境监测与控制技术,13,3,5,3,0,0,1,1,8
大数据技术与应用,大数据技术与应用,24,2,0,1,1,0,1,3,20
食品科学与工程,食品科学与工程,122,99,120,96,0,0,0,1,0
电子信息工程(卓越工程师班),电子信息工程(卓越工程师班),1,1,0,0,0,0,0,0,0
财务管理(酒店财务管理方向),财务管理(酒店财务管理方向),1,0,0,0,0,0,0,0,1
广告设计与制作(中美合作),艺术设计类(中外合作办学)(中美合作),1,0,0,0,0,0,0,0,1
摄影摄像技术(影视媒体制作),摄影摄像技术(影视媒体制作),1,0,0,0,0,0,0,0,1
艺术史论,艺术史论,13,0,0,0,2,1,1,0,11
交通运输(航空服务与管理),交通运输(航空服务与管理),1,1,0,0,0,0,0,0,0
香料香精工艺,香料香精工艺,1,0,0,0,0,0,0,0,1
英语(外贸英语),英语(外贸英语),1,0,0,0,0,0,0,0,1
计算机应用技术(云计算),计算机应用技术(云计算),1,0,0,0,0,0,0,0,1
能源化学工程(类),能源化学工程(类),1,0,1,0,0,0,0,0,0
财务管理(国际会计实验班),财务管理(国际会计实验班),1,0,0,0,0,0,0,0,1
电气工程及其自动化(中外合作办学专业、德国吕贝克应用科技大学),电气工程及其自动化(中外合作办学专业、德国吕贝克应用科技大学),1,1,0,0,0,0,0,0,0
城市轨道交通运营管理,城市轨道交通运营管理,40,5,1,0,0,2,0,3,35
数字图文信息技术,数字图文信息技术,2,0,1,0,0,1,0,1,1
休闲体育(高尔夫),休闲体育(高尔夫),1,0,0,0,0,0,0,0,1
酿酒技术,酿酒技术,1,0,0,0,0,0,0,0,1
法学(与工管专业复合班),法学类,1,0,0,0,0,0,0,0,1
材料成型及控制工程(卓越计划),材料成型及控制工程(卓越计划),1,1,0,0,0,0,0,0,0
绿色食品生产与检验,绿色食品生产与检验,6,0,2,2,0,1,0,1,4
眼视光医学(“5+3”一体化),眼视光医学(“5+3”一体化),1,0,1,1,0,0,0,0,0
网电指挥与工程,网电指挥与工程,2,2,0,0,0,0,0,0,0
康复治疗技术,康复治疗技术,35,8,9,10,1,0,0,1,25
汉语言文学(中国文学),中国语言文学类,1,0,0,0,0,0,0,0,1
录音艺术(音乐与传媒),戏剧与影视学类(中外合作办学),1,0,0,0,0,0,0,0,1
临床医学(5+3),临床医学(5+3),2,2,2,1,0,0,0,0,0
保密管理,管理科学与工程类,6,6,0,0,0,0,0,0,0
市场营销,市场营销,520,18,10,5,13,12,7,8,487
影视照明技术与艺术,影视照明技术与艺术,1,0,0,0,0,0,0,0,1
机械设计制造及其自动化(智能制造与工业机器人特色班),机械设计制造及其自动化(智能制造与工业机器人特色班),1,1,0,0,0,0,0,0,0
化学(基地班),化学(基地班),3,2,3,0,0,0,0,0,0
社会体育指导与管理(体育休闲、体育航空模型),社会体育指导与管理(体育休闲、体育航空模型),1,0,0,0,0,0,0,0,1
应用俄语,应用俄语,7,0,0,0,0,0,0,0,7
食品营养与卫生,食品营养与卫生,5,0,0,0,0,0,0,0,5
设施农业与装备(农业物联网技术),设施农业与装备(农业物联网技术),1,0,0,0,0,0,0,0,1
应用英语(国际商务、国际航空),应用英语(国际商务、国际航空),1,0,0,0,0,0,0,0,1
经济学类,文科试验班类,1,0,0,0,0,0,0,0,1
戏剧影视美术设计(灯光设计),戏剧影视美术设计(灯光设计),1,0,0,0,0,0,0,0,1
法学(瀚德实验班),社会科学试验班,1,0,0,0,0,0,0,0,1
云计算技术与应用,云计算技术与应用,20,3,0,0,0,0,0,1,17
材料类(中外合作办学)(交大密西根学院),工科试验班类,1,1,0,0,0,0,0,0,0
水利水电工程,水利水电工程,48,48,27,0,0,0,0,4,0
法学(商法方向),法学(商法方向),1,0,0,0,0,0,0,0,1
中国语言文学类,中国语言文学类,5,0,0,0,2,1,1,1,3
高分子材料与工程(拔尖人才试点班),高分子材料与工程(拔尖人才试点班),1,0,1,0,0,0,0,0,0
铁路桥梁与隧道工程技术,铁路桥梁与隧道工程技术,1,0,0,0,0,0,0,0,1
焊接技术与工程(德泰学苑试点班),焊接技术与工程(德泰学苑试点班),1,1,0,0,0,0,0,0,0
法学(流通法),法学(流通法),1,0,0,0,0,0,0,0,1
投资学(期货方向),金融学类,1,0,0,0,0,0,0,0,1
材料科学与工程(卓越计划),工科试验班类(卓越计划),1,1,0,0,0,0,0,0,0
软件技术(企业信息化管理方向),软件技术(企业信息化管理方向),1,0,0,0,0,0,0,0,1
包装设计,包装设计,1,0,0,0,0,0,0,0,1
自动化(卓越班),自动化(卓越班),2,2,0,0,0,0,0,0,0
